car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,age_squared,km_per_year,power_per_cc,mileage_per_hp,age_km_interaction,engine_power_interaction,engine_category,brand_group,brand_model
BMW 3,BMW,3,7,55000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1685000,49,6875.0,0.09218436873747494,0.10205405405405404,385000,367080.0,Mid,Luxury,BMW_3
Renault Duster,Renault,Duster,8,47000,Dealer,Diesel,Manual,20.46,1461,83.8,5,625000,64,5222.222222222223,0.0573187414500684,0.2412735849056604,376000,122431.8,Small,Mass Market,Renault_Duster
Ford Ecosport,Ford,Ecosport,6,71893,Dealer,Diesel,Manual,21.7,1498,98.96,5,611000,36,10270.42857142857,0.06601734489659773,0.21708683473389356,431358,148242.08,Small,Mass Market,Ford_Ecosport
Mahindra KUV100,Mahindra,KUV100,2,15000,Individual,Petrol,Manual,18.15,1198,82.0,6,570000,4,5000.0,0.06839032527105922,0.2186746987951807,30000,98236.0,Small,Mass Market,Mahindra_KUV100
Volkswagen Vento,Volkswagen,Vento,6,48000,Dealer,Diesel,Manual,20.64,1498,108.49,5,699000,36,6857.142857142857,0.07237491661107405,0.18851036624349257,288000,162518.02,Small,Mass Market,Volkswagen_Vento
Toyota Innova,Toyota,Innova,10,80000,Individual,Diesel,Manual,12.8,2494,102.0,8,750000,100,7272.727272727273,0.04088176352705411,0.12427184466019418,800000,254388.0,Mid,Mass Market,Toyota_Innova
Volkswagen Vento,Volkswagen,Vento,8,51500,Dealer,Petrol,Automatic,16.93,1197,103.2,5,475000,64,5722.222222222223,0.08614357262103506,0.16247600767754317,412000,123530.40000000001,Small,Mass Market,Volkswagen_Vento
Maruti Alto,Maruti,Alto,5,65000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000,25,10833.333333333334,0.059347553324968626,0.47080745341614905,325000,37650.799999999996,Small,Mass Market,Maruti_Alto
Renault Duster,Renault,Duster,8,38900,Individual,Diesel,Manual,19.87,1461,83.8,5,500000,64,4322.222222222223,0.0573187414500684,0.23431603773584908,311200,122431.8,Small,Mass Market,Renault_Duster
Skoda Octavia,Skoda,Octavia,4,22000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,1399000,16,4400.0,0.09866592551417454,0.08235294117647059,88000,319145.0,Mid,Mass Market,Skoda_Octavia
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,89172,Dealer,Diesel,Automatic,19.27,2143,170.0,5,1400000,64,9908.0,0.07929104477611941,0.11269005847953216,713376,364310.0,Mid,Luxury,Mercedes-Benz_C-Class
Toyota Innova,Toyota,Innova,3,25000,Dealer,Diesel,Manual,13.68,2393,147.51,8,1925000,9,6250.0,0.06161654135338346,0.09211500909029695,75000,352991.43,Mid,Mass Market,Toyota_Innova
Mahindra XUV500,Mahindra,XUV500,6,140000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1050000,36,20000.0,0.06422018348623854,0.11347517730496454,840000,305060.0,Mid,Mass Market,Mahindra_XUV500
Toyota Innova,Toyota,Innova,5,108000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1125000,25,18000.0,0.04032064128256513,0.12785433070866142,540000,250896.4,Mid,Mass Market,Toyota_Innova
Maruti Swift,Maruti,Swift,4,95079,Dealer,Diesel,Manual,25.2,1248,74.0,5,610000,16,19015.8,0.059247397918334666,0.33599999999999997,380316,92352.0,Small,Mass Market,Maruti_Swift
Honda City,Honda,City,8,61000,Dealer,CNG,Manual,16.8,1497,116.3,5,495000,64,6777.777777777777,0.07763684913217624,0.14322250639386191,488000,174101.1,Small,Mass Market,Honda_City
Hyundai Verna,Hyundai,Verna,4,25000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,975000,16,5000.0,0.07972204674668351,0.17295597484276728,100000,199648.4,Mid,Mass Market,Hyundai_Verna
Hyundai i20,Hyundai,i20,3,27000,Dealer,Petrol,Manual,18.6,1197,81.83,5,615000,9,6750.0,0.06830550918196995,0.22455632017385008,81000,97950.51,Small,Mass Market,Hyundai_i20
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Dealer,Petrol,Manual,21.21,1197,81.8,5,324000,100,10909.09090909091,0.0682804674457429,0.2561594202898551,1200000,97914.59999999999,Small,Mass Market,Maruti_Swift Dzire
Hyundai Grand,Hyundai,Grand,7,36000,Dealer,Petrol,Manual,18.9,1197,82.0,5,440000,49,4500.0,0.06844741235392321,0.22771084337349395,252000,98154.0,Small,Mass Market,Hyundai_Grand
Maruti Ciaz,Maruti,Ciaz,2,2950,Dealer,Petrol,Automatic,20.04,1462,103.25,5,1100000,4,983.3333333333334,0.07057416267942583,0.19223021582733812,5900,150951.5,Small,Mass Market,Maruti_Ciaz
Maruti Celerio,Maruti,Celerio,5,16393,Dealer,Petrol,Automatic,21.63,998,67.04,5,450000,25,2732.1666666666665,0.06710710710710711,0.3179012345679012,81965,66905.92000000001,Small,Mass Market,Maruti_Celerio
Toyota Innova,Toyota,Innova,11,125000,Individual,Diesel,Manual,12.8,2494,102.0,7,550000,121,10416.666666666666,0.04088176352705411,0.12427184466019418,1375000,254388.0,Mid,Mass Market,Toyota_Innova
Mahindra XUV500,Mahindra,XUV500,4,37000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1160000,16,7400.0,0.06422018348623854,0.11347517730496454,148000,305060.0,Mid,Mass Market,Mahindra_XUV500
Volkswagen Polo,Volkswagen,Polo,4,13500,Dealer,Petrol,Manual,18.78,1198,74.0,5,520000,16,2700.0,0.061718098415346125,0.2504,54000,88652.0,Small,Mass Market,Volkswagen_Polo
Mahindra Scorpio,Mahindra,Scorpio,6,82000,Dealer,Diesel,Manual,15.4,2179,120.0,8,925000,36,11714.285714285714,0.05504587155963303,0.1272727272727273,492000,261480.0,Mid,Mass Market,Mahindra_Scorpio
Maruti Ertiga,Maruti,Ertiga,8,42406,Dealer,Diesel,Manual,20.77,1248,88.76,7,625000,64,4711.777777777777,0.07106485188150521,0.23139483065953653,339248,110772.48000000001,Small,Mass Market,Maruti_Ertiga
Mahindra KUV,Mahindra,KUV,4,20000,Dealer,Petrol,Manual,18.15,1198,82.0,6,450000,16,4000.0,0.06839032527105922,0.2186746987951807,80000,98236.0,Small,Mass Market,Mahindra_KUV
Honda City,Honda,City,6,65122,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000,36,9303.142857142857,0.0657771847898599,0.26104417670682734,390732,147702.8,Small,Mass Market,Honda_City
Honda City,Honda,City,11,55000,Dealer,Petrol,Manual,17.0,1497,118.0,5,325000,121,4583.333333333333,0.0787716955941255,0.14285714285714285,605000,176646.0,Small,Mass Market,Honda_City
Tata Tiago,Tata,Tiago,3,7000,Dealer,Petrol,Manual,24.0,1199,83.81,5,525000,9,1750.0,0.06984166666666666,0.2829854969932791,21000,100488.19,Small,Mass Market,Tata_Tiago
Maruti Wagon R,Maruti,Wagon R,7,87500,Dealer,CNG,Manual,26.2,998,58.2,5,340000,49,10937.5,0.05825825825825826,0.44256756756756754,612500,58083.600000000006,Small,Mass Market,Maruti_Wagon R
Maruti Baleno,Maruti,Baleno,3,17000,Dealer,Petrol,Manual,21.4,1197,83.1,5,625000,9,4250.0,0.06936560934891485,0.2544589774078478,51000,99470.7,Small,Mass Market,Maruti_Baleno
Maruti Wagon R,Maruti,Wagon R,5,30000,Individual,Petrol,Automatic,20.51,998,67.0,5,425000,25,5000.0,0.06706706706706707,0.30161764705882355,150000,66866.0,Small,Mass Market,Maruti_Wagon R
Maruti Celerio,Maruti,Celerio,2,19000,Dealer,CNG,Manual,30.47,998,58.33,5,529000,4,6333.333333333333,0.05838838838838838,0.5135681779875274,38000,58213.34,Small,Mass Market,Maruti_Celerio
Hyundai Grand,Hyundai,Grand,6,13000,Individual,Petrol,Manual,18.9,1197,82.0,5,480000,36,1857.142857142857,0.06844741235392321,0.22771084337349395,78000,98154.0,Small,Mass Market,Hyundai_Grand
Hyundai Creta,Hyundai,Creta,3,65411,Dealer,Diesel,Manual,19.67,1582,126.2,5,1360000,9,16352.75,0.07972204674668351,0.15463836477987422,196233,199648.4,Mid,Mass Market,Hyundai_Creta
Maruti Ciaz,Maruti,Ciaz,3,20286,Dealer,Petrol,Manual,20.73,1373,91.1,5,810000,9,5071.5,0.0663027656477438,0.2250814332247557,60858,125080.29999999999,Small,Mass Market,Maruti_Ciaz
Maruti Vitara,Maruti,Vitara,4,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,800000,16,10000.0,0.07085668534827862,0.27150837988826815,200000,110448.0,Small,Mass Market,Maruti_Vitara
Maruti Swift,Maruti,Swift,5,30000,Dealer,Petrol,Manual,22.0,1197,81.8,5,575000,25,5000.0,0.0682804674457429,0.26570048309178745,150000,97914.59999999999,Small,Mass Market,Maruti_Swift
Hyundai i10,Hyundai,i10,8,27562,Dealer,Petrol,Automatic,16.95,1197,78.9,5,360000,64,3062.4444444444443,0.06585976627712856,0.21214017521902376,220496,94443.3,Small,Mass Market,Hyundai_i10
Land Rover Rover,Land Rover,Rover,6,40000,Individual,Diesel,Automatic,12.97,2179,187.7,5,5000000,36,5714.285714285715,0.08610091743119265,0.06873343932167462,240000,408998.3,Mid,Luxury,Land Rover_Rover
Maruti Ertiga,Maruti,Ertiga,3,23206,Dealer,Petrol,Manual,19.34,1462,103.0,7,800000,9,5801.5,0.07040328092959672,0.18596153846153846,69618,150586.0,Small,Mass Market,Maruti_Ertiga
Maruti Alto,Maruti,Alto,4,33000,Dealer,Petrol,Manual,24.7,796,47.3,5,330000,16,6600.0,0.059347553324968626,0.5113871635610766,132000,37650.799999999996,Small,Mass Market,Maruti_Alto
Hyundai i20,Hyundai,i20,6,190000,Individual,Diesel,Manual,22.54,1396,88.73,5,525000,36,27142.85714285714,0.06351467430207589,0.2511980385601248,1140000,123867.08,Small,Mass Market,Hyundai_i20
Maruti Ciaz,Maruti,Ciaz,5,53000,Dealer,Petrol,Manual,20.73,1373,91.1,5,635000,25,8833.333333333334,0.0663027656477438,0.2250814332247557,265000,125080.29999999999,Small,Mass Market,Maruti_Ciaz
Jeep Compass,Jeep,Compass,4,21356,Dealer,Diesel,Manual,17.1,1956,170.0,5,1645000,16,4271.2,0.08686765457332651,0.1,85424,332520.0,Mid,Mass Market,Jeep_Compass
Volkswagen Vento,Volkswagen,Vento,9,33500,Dealer,Petrol,Manual,15.04,1598,103.6,5,325000,81,3350.0,0.06479049405878674,0.14378585086042064,301500,165552.8,Mid,Mass Market,Volkswagen_Vento
Hyundai i20,Hyundai,i20,8,80000,Individual,Petrol,Manual,18.5,1197,82.85,5,400000,64,8888.888888888889,0.06915692821368948,0.2206320810971974,640000,99171.45,Small,Mass Market,Hyundai_i20
Honda City,Honda,City,11,105000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,375000,121,8750.0,0.0787716955941255,0.1411764705882353,1155000,176646.0,Small,Mass Market,Honda_City
Honda City,Honda,City,14,62683,Dealer,Petrol,Automatic,16.4,1497,78.0,5,225000,196,4178.866666666667,0.0520694259012016,0.20759493670886073,877562,116766.0,Small,Mass Market,Honda_City
Maruti Swift,Maruti,Swift,6,41000,Dealer,Diesel,Manual,25.2,1248,74.0,5,545000,36,5857.142857142857,0.059247397918334666,0.33599999999999997,246000,92352.0,Small,Mass Market,Maruti_Swift
BMW 5,BMW,5,11,21000,Dealer,Petrol,Automatic,10.8,2497,150.0,5,1399000,121,1750.0,0.0600480384307446,0.07152317880794702,231000,374550.0,Mid,Luxury,BMW_5
Volkswagen Vento,Volkswagen,Vento,11,106000,Individual,Diesel,Manual,20.54,1598,103.6,5,300000,121,8833.333333333334,0.06479049405878674,0.19636711281070746,1166000,165552.8,Mid,Mass Market,Volkswagen_Vento
Volkswagen Polo,Volkswagen,Polo,7,53000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,535000,49,6625.0,0.08647746243739565,0.1645315487571702,371000,124009.2,Small,Mass Market,Volkswagen_Polo
Maruti Alto,Maruti,Alto,11,70000,Dealer,Petrol,Manual,20.92,998,67.1,5,180000,121,5833.333333333333,0.06716716716716715,0.3071953010279002,770000,66965.79999999999,Small,Mass Market,Maruti_Alto
Hyundai i20,Hyundai,i20,9,40000,Dealer,Diesel,Manual,21.9,1396,88.76,5,435000,81,4000.0,0.06353614889047961,0.2439839572192513,360000,123908.96,Small,Mass Market,Hyundai_i20
Skoda Rapid,Skoda,Rapid,5,66000,Dealer,Diesel,Automatic,21.66,1498,103.52,5,750000,25,11000.0,0.06905937291527685,0.20723306544202066,330000,155072.96,Small,Mass Market,Skoda_Rapid
Maruti Swift,Maruti,Swift,7,41305,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000,49,5163.125,0.0682804674457429,0.26570048309178745,289135,97914.59999999999,Small,Mass Market,Maruti_Swift
Honda City,Honda,City,7,54027,Dealer,Diesel,Manual,26.0,1498,98.6,5,545000,49,6753.375,0.0657771847898599,0.26104417670682734,378189,147702.8,Small,Mass Market,Honda_City
Renault KWID,Renault,KWID,4,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5,411000,16,7200.0,0.067,0.35352941176470587,144000,66933.0,Small,Mass Market,Renault_KWID
Ford Endeavour,Ford,Endeavour,4,43000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2875000,16,8600.0,0.061581744295092215,0.0551010101010101,172000,630006.0,Large,Mass Market,Ford_Endeavour
Skoda Octavia,Skoda,Octavia,4,50000,Individual,Petrol,Automatic,14.7,1798,177.5,5,1600000,16,10000.0,0.09866592551417454,0.08235294117647059,200000,319145.0,Mid,Mass Market,Skoda_Octavia
Audi A6,Audi,A6,8,74000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1600000,64,8222.222222222223,0.08853732859319452,0.10083841898134945,592000,343081.44,Mid,Luxury,Audi_A6
Maruti Swift Dzire,Maruti,Swift Dzire,13,82400,Dealer,Diesel,Manual,19.3,1248,73.9,5,255000,169,5885.714285714285,0.05916733386709368,0.2576769025367156,1071200,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
Maruti Alto,Maruti,Alto,7,62485,Dealer,Petrol,Manual,22.74,796,47.3,5,260000,49,7810.625,0.059347553324968626,0.47080745341614905,437395,37650.799999999996,Small,Mass Market,Maruti_Alto
Maruti Ciaz,Maruti,Ciaz,5,59000,Dealer,Diesel,Manual,26.21,1248,88.5,5,710000,25,9833.333333333334,0.07085668534827862,0.29284916201117317,295000,110448.0,Small,Mass Market,Maruti_Ciaz
Toyota Innova,Toyota,Innova,5,65000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1700000,25,10833.333333333334,0.06161654135338346,0.09211500909029695,325000,352991.43,Mid,Mass Market,Toyota_Innova
Maruti Wagon R,Maruti,Wagon R,9,30000,Individual,Petrol,Manual,18.9,998,67.1,5,300000,81,3000.0,0.06716716716716715,0.2775330396475771,270000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Maruti Wagon R,Maruti,Wagon R,8,57000,Dealer,CNG,Manual,32.52,998,58.33,5,265000,64,6333.333333333333,0.05838838838838838,0.5481206809371314,456000,58213.34,Small,Mass Market,Maruti_Wagon R
Toyota Glanza,Toyota,Glanza,2,9000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,890000,4,3000.0,0.0682804674457429,0.23623188405797102,18000,97914.59999999999,Small,Mass Market,Toyota_Glanza
Maruti Swift,Maruti,Swift,6,20000,Individual,Petrol,Manual,20.4,1197,81.8,5,450000,36,2857.1428571428573,0.0682804674457429,0.24637681159420288,120000,97914.59999999999,Small,Mass Market,Maruti_Swift
Ford Figo,Ford,Figo,6,26000,Individual,Petrol,Manual,15.6,1196,70.02,5,290000,36,3714.285714285714,0.058496240601503754,0.2196564348070966,156000,83743.92,Small,Mass Market,Ford_Figo
Honda WR-V,Honda,WR-V,4,27724,Dealer,Petrol,Manual,17.5,1199,88.7,5,750000,16,5544.8,0.07391666666666667,0.19509476031215162,110896,106351.3,Small,Mass Market,Honda_WR-V
Tata Nexon,Tata,Nexon,3,25000,Individual,Diesel,Manual,21.5,1497,108.5,5,1000000,9,6250.0,0.07242990654205607,0.1963470319634703,75000,162424.5,Small,Mass Market,Tata_Nexon
Hyundai i20,Hyundai,i20,9,48000,Individual,Petrol,Manual,17.0,1197,80.0,5,310000,81,4800.0,0.0667779632721202,0.20987654320987653,432000,95760.0,Small,Mass Market,Hyundai_i20
Hyundai i20,Hyundai,i20,6,55199,Dealer,Petrol,Manual,18.6,1197,81.83,5,545000,36,7885.571428571428,0.06830550918196995,0.22455632017385008,331194,97950.51,Small,Mass Market,Hyundai_i20
Honda Amaze,Honda,Amaze,6,61058,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000,36,8722.57142857143,0.0657771847898599,0.25903614457831325,366348,147702.8,Small,Mass Market,Honda_Amaze
Toyota Innova,Toyota,Innova,4,60000,Individual,Diesel,Manual,13.68,2393,147.8,7,1625000,16,12000.0,0.061737677527151216,0.09193548387096773,240000,353685.4,Mid,Mass Market,Toyota_Innova
Honda City,Honda,City,7,36348,Trustmark Dealer,Petrol,Automatic,18.0,1497,117.3,5,695000,49,4543.5,0.07830440587449933,0.1521555367709214,254436,175598.1,Small,Mass Market,Honda_City
Renault KWID,Renault,KWID,3,15000,Dealer,Petrol,Manual,25.17,799,53.3,5,331000,9,3750.0,0.06662499999999999,0.46353591160221,45000,42586.7,Small,Mass Market,Renault_KWID
Maruti Baleno,Maruti,Baleno,5,37072,Dealer,Petrol,Manual,21.4,1197,83.1,5,615000,25,6178.666666666667,0.06936560934891485,0.2544589774078478,185360,99470.7,Small,Mass Market,Maruti_Baleno
Hyundai i10,Hyundai,i10,13,45000,Dealer,Petrol,Manual,19.81,1086,68.05,5,210000,169,3214.285714285714,0.06260349586016559,0.28689355539464156,585000,73902.3,Small,Mass Market,Hyundai_i10
BMW 3,BMW,3,10,51000,Dealer,Diesel,Automatic,16.07,1995,181.0,4,850000,100,4636.363636363636,0.0906813627254509,0.0882967032967033,510000,361095.0,Mid,Luxury,BMW_3
Mahindra Bolero,Mahindra,Bolero,14,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,250000,196,8000.0,0.02496038034865293,0.2125,1680000,158949.0,Large,Mass Market,Mahindra_Bolero
Skoda Superb,Skoda,Superb,7,79000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,975000,49,9875.0,0.07013712544438801,0.12365204888569374,553000,271780.8,Mid,Mass Market,Skoda_Superb
Maruti Swift,Maruti,Swift,3,16000,Individual,Petrol,Manual,22.0,1197,81.8,5,700000,9,4000.0,0.0682804674457429,0.26570048309178745,48000,97914.59999999999,Small,Mass Market,Maruti_Swift
Honda Amaze,Honda,Amaze,8,121877,Dealer,Diesel,Manual,24.7,1498,98.63,5,425000,64,13541.888888888889,0.06579719813208805,0.2479172939877547,975016,147747.74,Small,Mass Market,Honda_Amaze
Maruti Wagon R,Maruti,Wagon R,7,44000,Dealer,Petrol,Manual,20.51,998,67.04,5,325000,49,5500.0,0.06710710710710711,0.301440329218107,308000,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Toyota Fortuner,Toyota,Fortuner,4,60000,Individual,Diesel,Manual,14.24,2755,174.5,7,2400000,16,12000.0,0.06331640058055152,0.08113960113960114,240000,480747.5,Large,Mass Market,Toyota_Fortuner
Maruti Wagon R,Maruti,Wagon R,9,80000,Individual,Petrol,Manual,18.9,998,67.1,5,275000,81,8000.0,0.06716716716716715,0.2775330396475771,720000,66965.79999999999,Small,Mass Market,Maruti_Wagon R
Maruti Swift,Maruti,Swift,11,82000,Dealer,Petrol,Manual,22.0,1197,81.8,5,311000,121,6833.333333333333,0.0682804674457429,0.26570048309178745,902000,97914.59999999999,Small,Mass Market,Maruti_Swift
Hyundai Grand,Hyundai,Grand,5,28000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,511000,25,4666.666666666667,0.06844741235392321,0.22771084337349395,140000,98154.0,Small,Mass Market,Hyundai_Grand
Honda City,Honda,City,6,23461,Dealer,Petrol,Automatic,18.0,1497,117.3,5,820000,36,3351.5714285714284,0.07830440587449933,0.1521555367709214,140766,175598.1,Small,Mass Market,Honda_City
Honda Jazz,Honda,Jazz,4,19000,Individual,Petrol,Automatic,19.0,1199,88.7,5,735000,16,3800.0,0.07391666666666667,0.21181716833890746,76000,106351.3,Small,Mass Market,Honda_Jazz
Skoda Rapid,Skoda,Rapid,7,62063,Dealer,Petrol,Automatic,14.3,1598,103.6,5,465000,49,7757.875,0.06479049405878674,0.1367112810707457,434441,165552.8,Mid,Mass Market,Skoda_Rapid
Maruti Wagon R,Maruti,Wagon R,6,33766,Dealer,Petrol,Manual,20.51,998,67.04,5,372000,36,4823.714285714285,0.06710710710710711,0.301440329218107,202596,66905.92000000001,Small,Mass Market,Maruti_Wagon R
Audi Q7,Audi,Q7,8,128000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,1874000,64,14222.222222222223,0.08133423180592993,0.049793729372937294,1024000,716233.8,Large,Luxury,Audi_Q7
Maruti Swift Dzire,Maruti,Swift Dzire,10,95398,Dealer,Diesel,Manual,19.3,1248,73.9,5,400000,100,8672.545454545454,0.05916733386709368,0.2576769025367156,953980,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
Volkswagen Vento,Volkswagen,Vento,9,71000,Dealer,Petrol,Manual,15.04,1598,103.6,5,425000,81,7100.0,0.06479049405878674,0.14378585086042064,639000,165552.8,Mid,Mass Market,Volkswagen_Vento
Honda City,Honda,City,6,51000,Dealer,Petrol,Manual,17.4,1497,117.6,5,625000,36,7285.714285714285,0.07850467289719626,0.1467116357504216,306000,176047.19999999998,Small,Mass Market,Honda_City
Tata Nexon,Tata,Nexon,3,50000,Individual,Diesel,Manual,21.5,1497,108.5,5,725000,9,12500.0,0.07242990654205607,0.1963470319634703,150000,162424.5,Small,Mass Market,Tata_Nexon
Maruti Celerio,Maruti,Celerio,7,91000,Individual,CNG,Manual,31.79,998,58.2,5,310000,49,11375.0,0.05825825825825826,0.5369932432432432,637000,58083.600000000006,Small,Mass Market,Maruti_Celerio
Maruti Eeco,Maruti,Eeco,7,161209,Dealer,Petrol,Manual,15.37,1196,73.0,5,250000,49,20151.125,0.06098579782790309,0.2077027027027027,1128463,87308.0,Small,Mass Market,Maruti_Eeco
Maruti Ciaz,Maruti,Ciaz,5,33000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,725000,25,5500.0,0.0663027656477438,0.20760043431053204,165000,125080.29999999999,Small,Mass Market,Maruti_Ciaz
Hyundai i20,Hyundai,i20,4,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000,16,2000.0,0.06830550918196995,0.22455632017385008,40000,97950.51,Small,Mass Market,Hyundai_i20
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,19.7,796,46.3,5,185000,100,4545.454545454545,0.05809284818067754,0.4164904862579281,500000,36854.799999999996,Small,Mass Market,Maruti_Alto
Honda Jazz,Honda,Jazz,4,32714,Dealer,Petrol,Manual,18.7,1199,88.7,5,650000,16,6542.8,0.07391666666666667,0.2084726867335563,130856,106351.3,Small,Mass Market,Honda_Jazz
Tata Tiago,Tata,Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,550000,4,3333.3333333333335,0.07,0.28047058823529414,20000,100716.0,Small,Mass Market,Tata_Tiago
Mahindra Bolero,Mahindra,Bolero,5,80000,Individual,Diesel,Manual,15.96,2523,63.0,9,630000,25,13333.333333333334,0.02496038034865293,0.249375,400000,158949.0,Large,Mass Market,Mahindra_Bolero
Volkswagen Vento,Volkswagen,Vento,10,45000,Dealer,Petrol,Manual,15.04,1598,103.6,5,335000,100,4090.909090909091,0.06479049405878674,0.14378585086042064,450000,165552.8,Mid,Mass Market,Volkswagen_Vento
Audi A4,Audi,A4,7,67700,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1550000,49,8462.5,0.07491620111731843,0.11144030705003032,473900,290299.68,Mid,Luxury,Audi_A4
Maruti Ertiga,Maruti,Ertiga,4,53393,Dealer,CNG,Manual,17.5,1373,80.46,7,800000,16,10678.6,0.0585589519650655,0.21482936410508227,213572,110471.57999999999,Small,Mass Market,Maruti_Ertiga
Maruti Swift Dzire,Maruti,Swift Dzire,10,75220,Dealer,Diesel,Manual,19.3,1248,73.9,5,390000,100,6838.181818181818,0.05916733386709368,0.2576769025367156,752200,92227.20000000001,Small,Mass Market,Maruti_Swift Dzire
